x,y,T
81,5,0.7300572936598018
82,5,0.7453694049530717
83,5,0.7608820022209538
84,5,0.7765602240846134
85,5,0.792363965796111
86,5,0.8082362964043508
87,5,0.8240879099476497
88,5,0.8397786722291306
89,5,0.855099059028975
90,5,0.8697561973284705
91,5,0.8833705710279544
92,5,0.8954892610071236
93,5,0.9056190705748298
94,5,0.9132780169697571
95,5,0.9180575926052837
96,5,0.9196830967284844
97,5,0.9180575926086796
98,5,0.9132780169763464
99,5,0.9056190705842438
100,5,0.8954892610188827
101,5,0.8833705710415344
102,5,0.8697561973433665
103,5,0.8550990590447449
104,5,0.8397786722454202
105,5,0.8240879099641965
106,5,0.8082362964209726
107,5,0.7923639658126918
108,5,0.7765602241010793
109,5,0.7608820022372561
110,5,0.7453694049691729
111,5,0.7300572936756654
112,5,0.7149830283900848
113,5,0.7001910920783301
114,5,0.6857354693628782
115,5,0.6716805404728653
116,5,0.6581010363408051
117,5,0.6450813819317582
118,5,0.6327145800202895
119,5,0.6211006710940321
120,5,0.6103447445806213
121,5,0.6005544641136915
122,5,0.5918370960155807
123,5,0.5842960861593005
124,5,0.5780273049024294
125,5,0.5731151591845489
126,5,0.5696288389632549
127,5,0.5676190052996479
128,5,0.5671152261356192
1,6,0.48553200103417415
2,6,0.4884178250847519
3,6,0.49298021921031404
4,6,0.49914985753084734
5,6,0.5068377024875184
6,6,0.5159397517365204
7,6,0.5263420710955121
8,6,0.5379256620962055
9,6,0.5505708174277197
10,6,0.5641607536979502
11,6,0.5785844479694144
12,6,0.593738717660144
13,6,0.6095296561415346
14,6,0.6258735593140066
15,6,0.642697445892181
16,6,0.6599391806956675
17,6,0.6775470501379857
18,6,0.6954784109631877
19,6,0.7136967529138637
20,6,0.7321662374423246
21,6,0.7508426138283625
22,6,0.7696595605690179
23,6,0.7885101895337255
24,6,0.8072248723431314
25,6,0.8255486797522239
26,6,0.8431241409745303
27,6,0.8594868140074486
28,6,0.874081070368831
29,6,0.886300495068649
30,6,0.8955512792278602
31,6,0.9013293289194496
32,6,0.9032952861761505
33,6,0.9013293289233804
34,6,0.8955512792354848
35,6,0.8863004950795339
36,6,0.8740810703824117
37,6,0.859486814023112
38,6,0.8431241409916854
39,6,0.825548679770355
40,6,0.8072248723618253
41,6,0.7885101895526779
42,6,0.7696595605880189
43,6,0.750842613847278
44,6,0.7321662374610702
45,6,0.7136967529323867
46,6,0.695478410981449
47,6,0.677547050155949
48,6,0.6599391807132933
49,6,0.6426974459094217
50,6,0.625873559330802
51,6,0.6095296561578152
52,6,0.5937387176758292
53,6,0.5785844479844123
54,6,0.5641607537121589
55,6,0.5505708174410288
56,6,0.5379256621084966
57,6,0.5263420711066614
58,6,0.5159397517464035
59,6,0.5068377024960139
60,6,0.49914985753784225
61,6,0.4929802192157064
62,6,0.488417825088458
63,6,0.4855320010361333
64,6,0.4843683953737925
65,6,0.4849462509138137
66,6,0.48725724957356314
67,6,0.49126607572038183
68,6,0.49691262618421
69,6,0.5041155914025426
70,6,0.5127769839699318
71,6,0.5227871231740958
72,6,0.5340296013247997
73,6,0.5463858447774561
74,6,0.5597390118272093
75,6,0.5739771096451091
76,6,0.5889953354162907
77,6,0.6046977327052573
78,6,0.6209982902249591
79,6,0.6378215886910652
80,6,0.6551030155954589
81,6,0.6727884108793724
82,6,0.6908327762483375
83,6,0.7091973916452418
84,6,0.7278443869062405
85,6,0.7467276315411763
86,6,0.7657789259525852
87,6,0.784889152633605
88,6,0.803885486323064
89,6,0.8225079660628181
90,6,0.8403912802094282
91,6,0.857059560153706
92,6,0.8719420054169759
93,6,0.8844141314182458
94,6,0.8938631709436258
95,6,0.8997680943909634
96,6,0.9017777537859467
97,6,0.8997680943951606
98,6,0.8938631709517622
99,6,0.8844141314298507
100,6,0.8719420054314378
101,6,0.8570595601703608
102,6,0.8403912802276378
103,6,0.8225079660820269
104,6,0.8038854863428284
105,6,0.7848891526535992
106,6,0.7657789259725848
107,6,0.7467276315610368
108,6,0.727844386925874
109,6,0.7091973916645906
110,6,0.6908327762673604
111,6,0.6727884108980305
112,6,0.655103015613711
113,6,0.6378215887088613
114,6,0.6209982902422385
115,6,0.6046977327219487
116,6,0.5889953354323102
117,6,0.5739771096603647
118,6,0.5597390118415989
119,6,0.5463858447908682
120,6,0.5340296013371165
121,6,0.5227871231851969
122,6,0.5127769839796964
